"","Article Title","Key Author","Date Published","News Outlet","Preview","Link","All Authors"
"2368","
        
            Sugar Mountain hosts Fine Arts and Master Crafts Festival
        
    ","Marisa Mecke",2021-07-21,"averyjournal","1 of 18
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
   A metal-crafted bird created by Arnold Hatley of Arnold’s Metal Crafts from Salisbury.    
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
   Arnold Hatley forms sculptures of metal from household items like silverware, which he presented at the Fine Arts and Master Crafts Festival.    
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
   Hand-drawn animal prints by Leolon McLeod on display in boxes.","<a href='https://www.averyjournal.com/news/sugar-mountain-hosts-fine-arts-and-master-crafts-festival/article_8d685c05-e679-56b7-932f-d0913180bba1.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2369","
        
            Mission group works with Holston Presbytery Camp
        
    ","Marisa Mecke",2021-07-21,"averyjournal","AVERY COUNTY — Juanita Vance’s house in Avery County has received well-needed renovations thanks to volunteers with Carolina Cross Connection, a faith-based nonprofit out of Gastonia. The summer camp program from CCC has campsites all over western NC according to camp leader Justis Mitchell, who leads the construction section of the camp program. “We connect churches to communities and communities to churches,” Mitchell said.","<a href='https://www.averyjournal.com/news/mission-group-works-with-holston-presbytery-camp/article_a2e6902d-c42b-56ea-8ef1-1d5f01542648.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2370","
        
            Education leader and advocate participates in LatinxEd fellowship
        
    ","Marisa Mecke",2021-07-21,"averyjournal","HIGH COUNTRY — “I have come to the realization that when you come and work for others, like serving, that’s a way of self care. I feel so much satisfaction from what I do.” (Yolanda Adams)Yolanda Adams is a longtime resident of Boone and a fixture in the Watauga County schools and beyond for many families in the High Country.","<a href='https://www.averyjournal.com/news/community/education-leader-and-advocate-participates-in-latinxed-fellowship/article_ed2823a9-b28e-553c-9a8c-09d83fbbaf4a.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2371","
        
            App State grad student trains nation's first conservation detection K9 to sniff out bumblebee nests
        
    ","Marisa Mecke",2021-07-16,"venicegondoliersun","HIGH COUNTRY — Not many people leap out of their cars to get to work, but for Darwin, a two-year-old German shorthaired pointer, it is a regular Wednesday. His owner Jacqueline Staab, a graduate student at Appalachian State University working toward her masters degree in evolutionary biology, is training Darwin as the United States’ first conservation detection dog to specialize in finding bumblebees.","<a href='https://www.yoursun.com/venice/app-state-grad-student-trains-nations-first-conservation-detection-k9-to-sniff-out-bumblebee-nests/article_83e4b5cd-0fc9-5322-a800-7a00eab91a80.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2372","
        
            App State grad student trains nation's first conservation detection K9 to sniff out bumblebee nests
        
    ","Marisa Mecke",2021-07-16,"wataugademocrat","HIGH COUNTRY — Not many people leap out of their cars to get to work, but for Darwin, a two-year-old German shorthaired pointer, it is a regular Wednesday. His owner Jacqueline Staab, a graduate student at Appalachian State University working toward her masters degree in evolutionary biology, is training Darwin as the United States’ first conservation detection dog to specialize in finding bumblebees.","<a href='https://www.wataugademocrat.com/news/asu_news/app-state-grad-student-trains-nations-first-conservation-detection-k9-to-sniff-out-bumblebee-nests/article_8430c999-2c60-53b9-a53a-bef8696d281c.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2373","
        
            More than a drop in the well: ARC provides assistance to Crossnore
        
    ","Marisa Mecke",2021-07-14,"averyjournal","CROSSNORE — “It’s a good day,” Crossnore Mayor Eddie Yarber said at the Appalachian Regional Commission’s meeting in Crossnore to grant money for water infrastructure. The ARC granted funds for the Crossnore Water and Wastewater Improvement Project which will replace 4,800 linear feet, or a little more than 13 football fields in length, of Crossnore’s main sewer line, as well as construct a new public water well in the Town of Crossnore.","<a href='https://www.averyjournal.com/news/more-than-a-drop-in-the-well-arc-provides-assistance-to-crossnore/article_4ece836f-9374-546d-b21c-309f981474d6.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2374","
        
            Sheepherding dogs corral applause at the Grandfather Mountain Highland Games
        
    ","Marisa Mecke",2021-07-14,"averyjournal","GRANDFATHER MOUNTAIN — Careening around the center field, border collies nipped at the ankles of sheep and lambs for the Grandfather Mountain Highland Games’ sheep herding demonstration. Ben Oulsey DVM and Shona O’Kane have both been working with sheepherding dogs for decades. Oulsey owns the Circle BR Farm in Lawndale and said that he got his first border collie in the 1980s. O’Kane owns the Oak Holler Farm in Statesville and was raised in a sheepherding family.","<a href='https://www.averyjournal.com/news/sheepherding-dogs-corral-applause-at-the-grandfather-mountain-highland-games/article_d88c5040-9fa2-52a7-bf4b-470b761bb57a.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2375","
        
            County Commissioners honor deputy and DARE program, debate over development
        
    ","Marisa Mecke",2021-07-14,"averyjournal","NEWLAND — Avery County Sheriff’s Office Deputy John Hicks was recognized for his work with the DARE program in area schools during the July 12 meeting of Avery County Commissioners. “This deputy sends most of Avery County a Bible verse every morning,” said Lee Buchanan, ACSO Chief Deputy.","<a href='https://www.averyjournal.com/news/county-commissioners-honor-deputy-and-dare-program-debate-over-development/article_9f4f4c9b-a50d-5647-974a-f9242f155269.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2376","
        
            Vehicle collides into side of Newland CVS Pharmacy
        
    ","Marisa Mecke",2021-07-14,"averyjournal","NEWLAND — The CVS Pharmacy on Pineola St. was temporarily closed due to a car crash that caused structural hazards. On July 8, Christine Verra Petti, 75, of Plantation, Fla., was pulling into the parking lot of the CVS around 12:30 p.m. when she “hit the gas while attempting to hit the brake,” according to an incident report from the Newland Police Department.","<a href='https://www.averyjournal.com/news/vehicle-collides-into-side-of-newland-cvs-pharmacy/article_a9d57f95-30c2-5ca4-bbd2-3da450e03379.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2377","
        
            Blue Ridge Conservancy investigates history of African Americans on the Parkway
        
    ","Marisa Mecke",2021-07-07,"wataugademocrat","BLUE RIDGE PARKWAY — When a high school teacher recommended Ajena Cason Jones apply to be a park ranger for the Blue Ridge Parkway, Rogers said, “Sure, I’d love to work on the Parkway.","<a href='https://www.wataugademocrat.com/news/blue-ridge-conservancy-investigates-history-of-african-americans-on-the-parkway/article_7dbd5000-27fa-5127-b723-d2bb054dfedd.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2378","
        
            Horn in the West reopens after COVID-19 closure
        
    ","Marisa Mecke",2021-07-07,"wataugademocrat","After closing due to the COVID-19 pandemic in 2020, the classic outdoor drama Horn in The West reopened on June 25. Taking the audience back to 18th century North Carolina, Horn in The West follows settlers of North Carolina as they are launched into the Revolutionary War. Depicting the real history of battles and historical figures, such as Daniel Boone, as well as fictionalized characters, Horn in the West is a beloved fixture of the High Country.","<a href='https://www.wataugademocrat.com/news/horn-in-the-west-reopens-after-covid-19-closure/article_dc871266-4665-5596-80ca-7760bef0ecc2.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
